,OBJECTID,CalSim_ID,Riv_Mi,Riv_Name,Comment,C2VSIM_GW,C2VSIM_SW,CalSim2_ID,Type,Sub_Type,Nrest_Gage,Strm_Code,RM_II,HR,geometry
533,534.0,60N_NA1,,,,,,,NP,A,,,,SJR,POINT (-120.9490961018914 38.272722062545654)
534,535.0,60N_NU1,,,"Galt, Lodi",,,,NP,U,,,,SJR,POINT (-121.27999570713378 38.132910199255704)
535,536.0,60N_NU2,,,Rancho Murieta,,,,NP,U,,,,SJR,POINT (-121.07037702217268 38.51053278682025)
536,537.0,CSM035,35.08,Cosumnes River,Cosumnes River at Michigan Bar,,,,CH,SG,B11150,CSM,35.0,SJR,POINT (-121.04599320049964 38.49994706671243)
537,538.0,HNSLY,,,Hensley Lake/Hidden Dam,,,,STR,NA,,,,SJR,POINT (-119.88306379983095 37.11055958423945)
538,539.0,SLUIS,,,San Luis Reservoir/B.F. Sisk Dam,,,,STR,NA,,,,SJR,POINT (-121.08228380949306 37.06952033987307)
539,540.0,64_NA1,,,,,,,NP,A,,,,SJR,POINT (-119.90535176682785 36.95743540319779)
540,541.0,64_PA2,,,,,,,PR,A,,,,SJR,POINT (-120.29812425655348 37.11514521077212)
541,542.0,CCC007,,Contra Costa Canal,,,,,CH,CNL,,CCC,,SAC,POINT (-121.75002586884084 37.98225136872449)
542,543.0,RSL004,3.86,Rock Slough,,,,,CH,STM,,RSL,4.0,SAC,POINT (-121.64082763461091 37.97599059533387)
543,544.0,RFS64,,,,,,,RFS,NA,,,,SJR,POINT (-120.38331374897234 37.03170328199763)
544,545.0,OWN040,39.64,Owens Creek,USACOE Gage - OWN,,,,CH,SG,USACE (OWN),OWN,40.0,SJR,POINT (-120.1857883933588 37.31455460411225)
545,546.0,MPS038,38.0,Mariposa Creek,USACOE Gage - MAR,,,,CH,SG,USACE (MAR),MPS,38.0,SJR,POINT (-120.14738305840419 37.29085708824759)
546,547.0,TRNSF,,,CCWD Transfer Facility,,,,CH,NA,,,,SAC,POINT (-121.6899928457667 37.87748336625981)
547,548.0,LOSVQ,,,Los Vacqueros Reservoir/Dam,,,,STR,NA,,,,SAC,POINT (-121.7293801428041 37.83805397420659)
548,549.0,RFS71A,,,,,,,RFS,NA,,,,SJR,POINT (-121.51276464512378 37.75731107032682)
549,550.0,50_PA1,,,Banta-Carbona ID and Westside ID,,,,PR,A,,,,SJR,POINT (-121.41344861540784 37.701586982972145)
550,551.0,71_PU1,,,Musco Family Olive Co.,,,,PR,U,,,,SJR,POINT (-121.5220147930508 37.71679647404244)
551,552.0,71_NA2,,,,,,,NP,A,,,,SJR,POINT (-121.26483393538975 37.64873247956773)
552,553.0,SFY041,41.3,South Yuba River,South Yuba River Controlled REleas at Lake Spaulding near Emigrant.  USGS 11414210. Gage actually at MP 41.6,,,,CH,SG,11414210,SFY,41.0,SAC,POINT (-120.65041618343477 39.32170801505699)
553,554.0,SFY040,40.79,South Yuba River,South Yuba River at Langs Crossing near Emigrant Gap. USGS 11414250. Below confluene with James Creek.,,,,CH,SG,11414250,SFY,40.0,SAC,POINT (-120.65768768861166 39.318525544939384)
554,555.0,SYC000,0.24,South Yuba Canal,Spaulding No.2 Powerhouse. USGS 11414155,,,,CH,SG,11414155,SYC,0.0,SAC,POINT (-120.64532326838608 39.32459718449087)
555,556.0,DRM000,0.216,Drum Canal,Spaulding No.1 Powerhouse.  USGS 11414154,,,,CH,SG,11414154,DRM,0.0,SAC,POINT (-120.64471055536943 39.32446679180639)
556,557.0,GRSVL,,,Combined urban demand for Grass Valley and Nevada City,,,,OM,OMD,,,,SAC,POINT (-121.03780004167949 39.23030109844964)
557,558.0,CSD014,14.45,Cascade Canal,,,,,CH,CNL,,CSD,14.0,SAC,POINT (-120.99695085974341 39.240164674299834)
558,559.0,DES006,6.44,D-S Canal,,,,,CH,CNL,,DES,6.0,SC,POINT (-121.03067190322085 39.24163991867112)
559,560.0,WLF017,16.51,Wolf Creek,Return from NID Off-Model demands. Grass Valley WWTP location.,,,,CH,STM,,WLF,17.0,SAC,POINT (-121.06851743797918 39.20434190359053)
560,561.0,NIDD2,,,Nevada ID - Deer Creek System Ag Demand No.2,,,,OM,OMD,,,,SAC,POINT (-121.19252742651624 39.20974018520732)
561,562.0,NWT013,12.86,Newtown Canal,,,,,CH,CNL,,NWT,13.0,SAC,POINT (-121.17359704460564 39.24969660673605)
562,563.0,WLDWD,,,Lake Wildwood area urban demand.,,,,OM,OMD,,,,SAC,POINT (-121.19320058860495 39.24949739336337)
563,564.0,DER027,27.13,Deer Creek,Confluence with South Fork Deer Creek,,,,CH,STM,,DER,27.0,SAC,POINT (-120.88654264053397 39.29507207047089)
564,565.0,LKPNE,,,Lake of the Pines WTP representing urban demand,,,,OM,OMD,,,,SAC,POINT (-121.05032282223183 39.03409867902013)
565,566.0,DHC021,21.001,Best Slough/Reeds/Dry/Hutchinson Creeks,"Upstream of conceptual Best Slough Reeds Creek, Dry Creek, Hutchinson Creek collector (DHC001) at edge of rim watershed I_DHC021",,,,CH,STM,,DHC,21.0,SAC,POINT (-121.34678021911456 39.10680832547975)
566,567.0,BSC010,10.67,Bowman-Spaulding Conduit,Powerhouse bypass diversion,,,,CH,CNL,,BSC,10.0,SAC,POINT (-120.63958664078876 39.34121790156714)
567,568.0,MFA024,24.18,Middle Fork American River,Confluence with N Fk of Middle Fk American River,,,,CH,STM,,MFA,24.0,SAC,POINT (-120.74629541346076 39.010192626348264)
568,569.0,08S_PA,,,,,,,PR,A,,,,SAC,POINT (-121.942835635712 38.91850264798301)
569,570.0,08S_SA3,,,,,,,S,A,,,,SAC,POINT (-121.86720438055366 38.89877125599381)
570,571.0,RFS8S,,,,,,,RFS,NA,,,,SAC,POINT (-121.80468056540124 38.85182452722647)
571,572.0,18_NU,,,Groundwater,,,,NP,U,,,,SAC,POINT (-121.91842442352694 39.13478798216808)
572,573.0,17S_PR,,,Difficult to locate within 17S.,,,,PR,R,,,,SAC,POINT (-121.73267586526225 39.055859820822)
573,574.0,18_NA,,,,,,,NP,A,,,,SAC,POINT (-121.82220483754533 39.10700970884877)
574,575.0,18_SA,,,,,,,S,A,,,,SAC,POINT (-121.84183793021548 39.09096692593774)
575,576.0,RFS18,,,Tisdale Weir?,,,,RFS,NA,,,,SAC,POINT (-121.78651674514721 39.038689352398805)
576,577.0,SAC099,99.2,Sacramento River,State Ranch Bend Pumping Plant,,,,CH,STM,,SAC,99.0,SAC,POINT (-121.75314941070654 38.87004216435909)
577,578.0,SAC146,145.88,Sacramento River,Gage on Sacramento River at Colusa,,,,CH,SG,11389500 / DWR A0-2420 (COL),SAC,146.0,SAC,POINT (-122.00009354871085 39.21451904415337)
578,579.0,CAA172,172.86,California Aqueduct,C2VSIM node. Check 21-End of Repayment Reach 7,,,,CH,CNL,,CAA,172.0,SJR,POINT (-119.97600403873783 36.01202054460047)
579,580.0,CAA165,165.0,California Aqueduct,"C2VSIM node.Check #20.  Diversion to 90_PU (Avenal, Coalinga, Huron)",,,,CH,CNL,,CAA,165.0,SJR,POINT (-120.0584571834967 36.09796399214034)
580,581.0,CAA156,156.0,California Aqueduct,"C2VSIM node. Diversion to 90_PU (Avenal, Coalinga, Huron)",,,,CH,CNL,,CAA,156.0,SJR,POINT (-120.05761069259496 36.20994830587453)
581,582.0,CAA155,156.11,California Aqueduct,C2VSIM node. Check 19-End of Repayment Reach 6,,,,CH,CNL,,CAA,155.0,SJR,POINT (-120.06198979671684 36.22020662973804)
582,583.0,CAA143,143.6,California Aqueduct,C2VSIM node. 0.1 mi upstream of Check 18-End of Repayment Reach 5. Diversion to Coalinga Canal,,,,CH,CNL,,CAA,143.0,SJR,POINT (-120.23054309130018 36.32573571183672)
583,584.0,CAA109,108.94,California Aqueduct,C2VSIM node. Check 15 - End of Repayment Reach 4,,,,CH,CNL,,CAA,109.0,SJR,POINT (-120.5718475479738 36.71053639435146)
584,585.0,CAA087,87.12,California Aqueduct,C2VSIM node. Dos Amigos Pumping Plant. End of Repayment Reach 3,"764, 780, 793",,,CH,CNL,,CAA,87.0,SJR,POINT (-120.8283301198834 36.92398619434659)
585,586.0,CAA071,71.26,California Aqueduct,Check 13 - End of Repayemnt Reach 3. Downstream end of O'Neill Forebay.,,,,CH,CNL,,CAA,71.0,SJR,POINT (-121.01510199407807 37.07421503052273)
586,587.0,CAA069,69.0,California Aqueduct,C2VSIM node. O'Neill Forebay. Diversion to San Luis Reservoir.,,,,CH,CNL,11263000,CAA,69.0,SJR,POINT (-121.04863790892254 37.08364581849022)
587,588.0,CAA067,66.8,California Aqueduct,C2VSIM node. Check 12 - End of Repayment Reach 2B,,,,CH,CNL,,CAA,67.0,SJR,POINT (-121.06029304901358 37.112906361999485)
588,589.0,CAA066,66.0,California Aqueduct,Diversion to VA Cemetary?,,,,CH,CNL,,CAA,66.0,SJR,POINT (-121.0563693828868 37.12369031409768)
589,590.0,CAA051,51.34,California Aqueduct,C2VSIM node. Check 9/Siphon - End of Repayment Reach 2A.,,,,CH,CNL,,CAA,51.0,SJR,POINT (-121.1260859733804 37.31547120820348)
590,591.0,CAA046,46.04,California Aqueduct,Check 8,,,,CH,CNL,,CAA,46.0,SJR,POINT (-121.12562753287213 37.383996241233106)
591,592.0,XCC053,53.0,,,,,,CH,CNL,,XCC,53.0,SJR,POINT (-121.01087186256757 37.204718350749935)
592,593.0,MSH015,15.39,Marsh Creek,Marsh Creek near Byron (Discontinued),,,,CH,SG,11337500,MSH,15.0,SJR,POINT (-121.72712021852041 37.87324341901686)
593,594.0,MOK004,3.64,Mokelumne River,Inflow from Georgianna Slough,495,198,,CH,STM,,MOK,4.0,SJR,POINT (-121.57624273680777 38.12931880637382)
594,595.0,MOK,,,Delta Net Depletion - Mokelumne River,,,,OM,OMDD,,,,SAC,POINT (-121.59053869866256 38.1213038734734)
595,596.0,SJRE,,,Net Delta Depletion - San Joaquin River (East),,,,OM,OMDD,,,,SAC,POINT (-121.51682808622657 38.07110840666936)
596,597.0,SJRW,,,Net Delta Depletion - San JOauin River (West),,,,OM,OMDD,,,,SAC,POINT (-121.70008474345161 38.074455279272016)
597,598.0,SACS,,,Net Delta Depletion - Sacramento River (South),,,,OM,OMDD,,,,SAC,POINT (-121.63846602417144 38.15365216917149)
598,599.0,NBA009,8.9,North Bay Aqueduct,NBA diversion to Cache Slough Pipeline and WTPTAB,,,,CH,CNL,,NBA,9.0,SAC,POINT (-121.93311095910431 38.299608449152025)
599,600.0,NBA011,10.75,North Bay Aqueduct,Diversion to North Bay Regional Water Treatment Plant,,,,CH,CNL,,NBA,11.0,SAC,POINT (-121.96089900806189 38.29927403052323)
600,601.0,NBA021,21.0,North Bay Aqueduct,,,,,CH,CNL,,NBA,21.0,SAC,POINT (-122.13341621485515 38.227562039213126)
601,602.0,NBA027,27.0,North Bay Aqueduct,,,,,CH,CNL,,NBA,27.0,SAC,POINT (-122.22032231104846 38.21047344232763)
602,603.0,WTPJAC,,,Jameson Canyon WTP,,,,WTP,NA,,,,SAC,POINT (-122.22427515040255 38.22394808074512)
603,604.0,WTPAMC,,,American Canyon WTP,,,,WTP,NA,,,,SAC,POINT (-122.22715426630062 38.22388858878797)
604,605.0,WTPFMH,,,Flemming-Hill WTP,,,,WTP,NA,,,,SAC,POINT (-122.24167125998191 38.13775122297585)
605,606.0,WTPBNC,,,Benicia WTP,,,,WTP,NA,,,,SAC,POINT (-122.13181589111355 38.090216174868)
606,607.0,ORP000,,Old River Pipeline,CCWD Old River Pipeline from Old River Pump Station,,,,CH,CNL,,ORP,,SAC,POINT (-121.57753854210232 37.889688531854176)
607,608.0,PSC033,33.52,Putah South Terminal Canal,,,,,CH,CNL,,PSC,33.0,SAC,POINT (-122.15946413003151 38.22077476875508)
608,609.0,VJB000,,,,,,,CH,CNL,,VJB,,SAC,POINT (-122.15903218342464 38.206162956718096)
609,610.0,72_PR5,,,,,,,PR,R,,,,SJR,POINT (-120.9060036466569 37.200675956001106)
610,611.0,DSC012,12.0,Dry Creek/Sutter Creek,Dry Creek near Galt (DCG),480,186,,CH,SG,11329500 / DWR B0-1510,DSC,12.0,SJR,POINT (-121.22675017768348 38.24835250714899)
611,612.0,EBMUD,,,Off model diversion to EBMUD,,,,OM,OMD,,,,SJR,POINT (-121.77824932860166 37.965499520027535)
612,613.0,MOK057,57.0,Mokelumne River,Mokelumne River below Camanche Dam,,,,CH,SG,11323500,MOK,57.0,SJR,POINT (-121.04139037809091 38.221063683457054)
613,614.0,72_PR1,,,,,,,PR,R,,,,SJR,POINT (-120.91931550562407 37.1403496762811)
614,615.0,72_XA3,,,CCID (North),,,,X,A,,,,SJR,POINT (-121.01277792498223 37.2730260488389)
615,616.0,72_PR2,,,,,,,PR,R,,,,SJR,POINT (-120.9477443194622 37.28041134286065)
616,617.0,71_PU2,,,VA Cementary,,,,PR,U,,,,SJR,POINT (-121.0773699987588 37.12043467879554)
617,618.0,73_PA1,,,,,,,PR,A,,,,SJR,POINT (-121.01475038900686 37.047822505951515)
618,619.0,XCC033,33.09,,,,,,CH,CNL,,XCC,33.0,SJR,POINT (-120.82657109290919 37.02429006570274)
619,620.0,72_PR4,,,,,,,PR,R,,,,SJR,POINT (-120.83765334630807 37.20268307907625)
620,621.0,XCC054,54.0,Main Canal,,,,,CH,CNL,,XCC,54.0,SJR,POINT (-121.01204061935039 37.217915040953045)
621,622.0,CCC004,4.0,Contra Costa Canal,CCWD Pumping Plant #1,,,,CH,CNL,,CCC,4.0,SAC,POINT (-121.70174083844434 37.9955258929569)
622,623.0,90_PA1,,,,,,,PR,A,,,,SJR,POINT (-120.23107399926214 36.50517212930451)
623,624.0,CAA012,12.05,California Aqueduct,Check 2. Diversion to 70_PU2,,,,CH,CNL,,CAA,12.0,SJR,POINT (-121.52883413701544 37.71670822241405)
624,625.0,CAA009,9.0,California Aqueduct,Proposed CA-DMC Intertie,,,,CH,CNL,,CAA,9.0,SJR,POINT (-121.56265379525226 37.747903076393555)
625,626.0,CAA006,5.98,California Aqueduct,Check 1 - End of Repayment Reach 1,,,,CH,CNL,,CAA,6.0,SJR,POINT (-121.60113819032019 37.77090594717016)
626,627.0,CAA005,4.59,California Aqueduct,C2VSIM node. Diversion to South Bay Pump Station/Aqueduct,,,,CH,CNL,,CAA,5.0,SJR,POINT (-121.6198196940705 37.782404883571346)
627,628.0,CAA003,3.07,California Aqueduct,Harvey O. Banks Pumping Plant,,,,CH,CNL,,CAA,3.0,SJR,POINT (-121.62088944171728 37.800727653497255)
628,629.0,CAA002,1.81,California Aqueduct,Diversion to Byron-Bethany ID,,,,CH,CNL,,CAA,2.0,SJR,POINT (-121.60529376240468 37.81411329049878)
629,630.0,DMC116,115.58,Delta-Mendota Canal,C2VSIM node. Check Structure,,,,CH,SG,DWR  B0-0770,DMC,116.0,SJR,POINT (-120.38606573722447 36.78647267351433)
630,631.0,DMC111,111.21,Delta-Mendota Canal,C2VSIM node. Diversion to Firebaugh Wasteway.,,,,CH,CNL,,DMC,111.0,SJR,POINT (-120.439711889482 36.82991845934327)
631,632.0,CACWD,,,Calaveras County Water District,,,,OM,OMD,,,,SJR,POINT (-120.86527157644639 38.07517313801796)
632,633.0,CLV006,5.73,Calaveras River,,,,,CH,STM,,CLV,6.0,SJR,POINT (-121.28062596112336 37.99425914009595)
633,634.0,DCT050,50.1,Dry Creek (Tuolumne),,,,,CH,STM,,DCT,50.0,SJR,POINT (-120.4758590347568 37.68541309945994)
634,635.0,FBW001,0.42,Firebaugh Wasteway,Artificial point to connect DMC diversion to wasteway,,,,CH,CNL,,FBW,1.0,SJR,POINT (-120.43654445696849 36.835395957585156)
635,636.0,DMC105,105.06,Delta-Mendota Canal,C2VSIM node. Check Structure,,,,CH,CNL,,DMC,105.0,SJR,POINT (-120.52624897909347 36.87061316171298)
636,637.0,DMC097,96.81,Delta-Mendota Canal,C2VSIM node. Check Structure,,,,CH,CNL,,DMC,97.0,SJR,POINT (-120.66977499242219 36.88993622909498)
637,638.0,DMC091,90.56,Delta-Mendota Canal,C2VSIM node. Diversion to 73_PA3 and XCC. Check Structure,,,,CH,CNL,,DMC,91.0,SJR,POINT (-120.76988819900788 36.92012861425264)
638,639.0,DMC085,85.09,Delta-Mendota Canal,C2VSIM node. Check Structure,,,,CH,CNL,,DMC,85.0,SJR,POINT (-120.83179123095799 36.968921269998326)
639,640.0,DMC080,79.6,Delta-Mendota Canal,C2VSIM node. Check Structure #15,,,,CH,CNL,,DMC,80.0,SJR,POINT (-120.90111636364279 37.01929268090977)
640,641.0,DMC074,74.4,Delta-Mendota Canal,C2VSIM node. Diversion to XCC? Check Structure #14,,,,CH,CNL,,DMC,74.0,SJR,POINT (-120.96647474143317 37.06672061698008)
641,642.0,DMC070,69.98,Delta-Mendota Canal,C2VSIM node. Diversion to Volta Wasteway. Check Structure #13,,,,CH,CNL,,DMC,70.0,SJR,POINT (-121.0376088608178 37.09097129805647)
642,643.0,WTPDGT,,,Nick C. DeGroot Water Treatment Plant,,,,WTP,NA,,,,SJR,POINT (-120.89086532429793 37.85855740024626)
643,644.0,DMC064,64.02,Delta-Mendota Canal,C2VSIM node. Check Structure #12,,,,CH,CNL,,DMC,64.0,SJR,POINT (-121.04589443538295 37.16967614299299)
644,645.0,DMC058,58.27,Delta-Mendota Canal,C2VSIM node. Check Structure #11,,,,CH,CNL,,DMC,58.0,SJR,POINT (-121.07736462510114 37.242060473506484)
645,646.0,DMC054,54.41,Delta-Mendota Canal,C2VSIM node. Diversion to Newman Wasteway and 71_PA6. Check Structure #10,,,,CH,CNL,,DMC,54.0,SJR,POINT (-121.08800488626443 37.29090186481609)
646,647.0,DMC049,48.66,Delta-Mendota Canal,C2VSIM node. Check Structure #9,,,,CH,CNL,,DMC,49.0,SJR,POINT (-121.10445745496207 37.36623583262886)
647,648.0,DMC044,44.3,Delta-Mendota Canal,C2VSIM node. Check Structure #8,,,,CH,CNL,,DMC,44.0,SJR,POINT (-121.13089018504947 37.42018354903559)
648,649.0,DMC039,38.7,Delta-Mendota Canal,C2VSIM node. Check Structure #7,,,,CH,CNL,,DMC,39.0,SJR,POINT (-121.18499546243812 37.476127205611164)
649,650.0,DMC034,34.34,Delta-Mendota Canal,"C2VSIM node. Diversion to Westley Wasteway, 71_PA2 and 71_PA3. Check Structure #6",,,,CH,CNL,,DMC,34.0,SJR,POINT (-121.21929366390584 37.52323712939351)
650,651.0,DMC030,29.86,Delta-Mendota Canal,C2VSIM node. Diversion to 71_PA1. Check Structure #5,,,,CH,CNL,,DMC,30.0,SJR,POINT (-121.27083445917903 37.560045667376045)
651,652.0,DMC024,24.46,Delta-Mendota Canal,C2VSIM node. Check Structure,,,,CH,CNL,,DMC,24.0,SJR,POINT (-121.32503088963112 37.617968442771925)
652,653.0,DMC021,20.62,Delta-Mendota Canal,C2VSIM node. Diversion to 70_PA2. Check Structure,,,,CH,CNL,,DMC,21.0,SJR,POINT (-121.37611404102981 37.64320563822489)
653,654.0,DMC016,15.74,Delta-Mendota Canal,C2VSIM node. Diversion to John Jones WTP. Check Structure,,,,CH,CNL,,DMC,16.0,SJR,POINT (-121.43486132742453 37.679183219643555)
654,655.0,DMC011,11.34,Delta-Mendota Canal,C2VSIM node. USGS Gage.,,,,CH,CNL,,DMC,11.0,SJR,POINT (-121.50249741311355 37.7122517586637)
655,656.0,DMC007,7.0,Delta-Mendota Canal,Proposed CA-DMC Intertie,,,,CH,CNL,,DMC,7.0,SJR,POINT (-121.56253960718843 37.74951396601346)
656,657.0,FSL005,5.0,Fresno Slough,C2VSIM node.,886,52,,CH,STM,,FSL,5.0,SJR,POINT (-120.34081239101755 36.73058590377923)
657,658.0,MDOTA,202.7,San Joaquin River,Mendota Pool. C2VSIM node.,872,53,,STR,SIM,,,,SJR,POINT (-120.36987832583031 36.785090528213416)
658,659.0,50_PU,,,City of Tracy,,,,PR,U,,,,SJR,POINT (-121.42058870069133 37.74004287610293)
659,660.0,61_PA1,,,,,,,PR,A,,,,SJR,POINT (-120.88370122449047 37.81143242507366)
660,661.0,XCC025,25.32,Main Canal,Intertie to DMC.  Diversion to 72_XA1.  Mileage doe NOT match ID.,,,,CH,CNL,,XCC,25.0,SJR,POINT (-120.75774306361839 36.94031706469975)
661,662.0,XCC043,42.74,Main Canal,Intertie to DMC. Diversion to 72_PR5,,,,CH,CNL,,XCC,43.0,SJR,POINT (-120.95790874838868 37.075615808739286)
662,663.0,SJR009,9.0,San Joaquin River,Inflow from Marsh Creek. C2VSIM node,533,202,,CH,STM,,SJR,9.0,SAC,POINT (-121.73936592968376 38.02671314736485)
663,664.0,DEE020,20.24,Dry Creek (South),,,,,CH,STM,,DEE,20.0,SJR,POINT (-121.14196940464576 38.53350894360565)
664,665.0,MCD032,32.1,Merced River,,,,,CH,STM,,MCD,32.0,SJR,POINT (-120.61920343325669 37.45182638443149)
665,666.0,SJR013,13.0,San Joaquin River,Confluence with Threemile Slough/Connection to Sacramento River. C2VSIM node. USGS Gage.,534,201,,CH,STM,,SJR,13.0,SAC,POINT (-121.68144320703263 38.06024461277477)
666,667.0,SJR022,21.68,San Joaquin River,Confluence with Mokelumne River. C2VSIMnode.,520,172,,CH,STM,,SJR,22.0,SAC,POINT (-121.5773888903507 38.096848196806505)
667,668.0,SJR023,23.27,San Joaquin River,Confluence with Old River. C2VSIM node.,540,171,408,CH,STM,,SJR,23.0,SAC,POINT (-121.56886425176839 38.0757120577103)
668,669.0,SJR026,25.89,San Joaquin River,Confluence with Middle River.,,,409,CH,STM,,SJR,26.0,SAC,POINT (-121.53544041045247 38.05590168777914)
669,670.0,SJR028,28.23,San Joaquin River,Diversion to future Stockton WTPDWS.  C2VSIM node.,543,170,411,CH,STM,,SJR,28.0,SAC,POINT (-121.49859369697552 38.042814710794474)
670,671.0,SJR033,32.59,San Joaquin River,Confluence with Turner Cut (Middle River access). C2VSIM node.,553,169,,CH,STM,,SJR,33.0,SAC,POINT (-121.44467108255753 37.99765768355362)
671,672.0,SJR038,37.53,San Joaquin River,Confluence with Calaveras River. C2VSIM node.,558,160,,CH,STM,,SJR,38.0,SAC,POINT (-121.36897847241039 37.96649606610412)
672,673.0,SJR042,41.68,San Joaquin River,Return from SRWWTP (Stockton Regional WWTP). NOT confluence with FCS (See SJR043),567,159,,CH,STM,,SJR,42.0,SAC,POINT (-121.3305216694842 37.93528214275539)
673,674.0,SJR043,42.92,San Joaquin River,Confluence with French Camp Slough.,,,,CH,STM,,SJR,43.0,SJR,POINT (-121.31965373137197 37.92056999975178)
674,675.0,SJR048,48.0,San Joaquin River,C2VSIM node.,576,158,,CH,STM,,SJR,48.0,SJR,POINT (-121.31861430301308 37.85781428498283)
675,676.0,SAL006,5.83,Salt Slough,Salt Slough at HWY165 near Stevinson,,,,CH,SG,11261100,SAL,6.0,SJR,POINT (-120.85220207200216 37.24787853159847)
676,677.0,SBA000,,,South Bay Pumping Plant,,,,CH,CNL,,SBA,,SJR,POINT (-121.62503455601576 37.77723754119333)
677,678.0,SJR053,53.34,San Joaquin River,Old River split. Diversion to Net Delta Depletion.,,,,CH,STM,,SJR,53.0,SJR,POINT (-121.32683876131044 37.807903630708275)
678,679.0,UFC000,0.0,Upper Farmington Canal,End of Goodwin Tunnel,,,,CH,CNL,,UFC,0.0,SJR,POINT (-120.68407268881565 37.84807822884047)
679,680.0,SJR056,56.0,San Joaquin River,C2VSIM node.,592,157,,CH,STM,,SJR,56.0,SJR,POINT (-121.30799911251162 37.78779319912505)
680,681.0,SJR062,61.64,San Joaquin River,C2VSIM node. Diversion to Banta-Carbona Lift Canal.,605,156,,CH,STM,,SJR,62.0,SJR,POINT (-121.29766085536268 37.72614275695832)
681,682.0,SJR070,69.82,San Joaquin River,C2VSIM node. USGS Gage near Vernalis,,,,CH,SG,11303500,SJR,70.0,SJR,POINT (-121.26529277409904 37.67576612630423)
682,683.0,SJR072,71.56,San Joaquin River,C2VSIM node. Confluence with Stanislaus River. Stanislaus River at mouth near Vernalis. DWRB03102,615,145,,CH,SG,DWR B0-3102,SJR,72.0,SJR,POINT (-121.2414808610612 37.66500254242918)
683,684.0,SJR075,74.91,San Joaquin River,San Joaquin River at Maze Rd Bridge near Modesto,,,,CH,SG,11290500,SJR,75.0,SJR,POINT (-121.22862328446374 37.6412132395128)
684,685.0,SJR081,81.49,San Joaquin River,C2VSIM node. Confluence wtih Tuolumne River.,633,134,,CH,STM,,SJR,81.0,SJR,POINT (-121.17418152441982 37.606033121701316)
685,686.0,SJR082,81.76,San Joaquin River,Diversion to Westside ID Canal.,,,,CH,STM,,SJR,82.0,SJR,POINT (-121.17784620593135 37.605572098752454)
686,687.0,SJR087,87.31,San Joaquin River,Confluence with Westley Wasteway.,,,,CH,STM,,SJR,87.0,SJR,POINT (-121.15385789948316 37.559829169554305)
687,688.0,SJR090,90.0,San Joaquin River,C2VSIM node.,649,133,,CH,STM,,SJR,90.0,SJR,POINT (-121.12329926368166 37.554377897409715)
688,689.0,SJR091,91.0,San Joaquin River,Confluence with Del Puerto Creek.,,,,CH,STM,,SJR,91.0,SJR,POINT (-121.11571056301455 37.542823381717234)
689,690.0,SJR096,95.94,San Joaquin River,San Joaquin near Patterson,660,132,,CH,SG,CDEC (SJP),SJR,96.0,SJR,POINT (-121.08241713690543 37.49758755053508)
690,691.0,SJR105,104.69,San Joaquin River,San Joaquin River near Crows Landing.,,,,CH,SG,11274550,SJR,105.0,SJR,POINT (-121.01345944410838 37.431428359150146)
691,692.0,LJC010,14.44,Littlejohns Creek,Diversion to 60S_PA2,,,,CH,STM,,LJC,10.0,SJR,POINT (-121.03519334460239 37.9195304370534)
692,693.0,CHC000,,Corral Hollow Creek,Straight to groundwater. Nearby USGS 11304000,609,N/A,,CH,GWO,,CHC,,SJR,POINT (-121.44868387739103 37.6726803716981)
693,694.0,SFLPE,,,San Felipe Division,,,,OM,OMD,,,,SJR,POINT (-121.13851915885155 37.06899384706193)
694,695.0,CAA095,95.49,California Aqueduct,Check #14.,,,,CH,CNL,,CAA,95.0,SJR,POINT (-120.74196258699553 36.833568867946205)
695,696.0,64_NU,,,"Madera, Chowchilla, Madera Acres",,,,NP,U,,,,SJR,POINT (-120.06072541794552 36.9755410902421)
696,697.0,LJC022,22.48,Littlejohns Creek,Farmington Flood Control Basin,,,,CH,STM,,LJC,22.0,SJR,POINT (-120.92958518852681 37.90024681139755)
